Name,ArcLength
goe400,2.03084083599683
goe403,2.02298714485443
goe404,2.06763911870408
goe405,2.05388177661372
goe409,2.03976868539476
goe410,2.06416618917233
goe411,2.03390962040826
goe413,2.07847206705005
goe415,2.02734534084175
goe416a,2.02844470445137
goe417,2.03777739474212
goe417a,2.03921479935485
goe420,2.08540728914005
goe421,2.10656827422096
goe424,2.08590511324292
goe426,2.05280143750299
goe430,2.05868967295187
goe432,2.03155417064532
goe433,2.08375957392778
goe434,2.12828304678921
goe435,2.14689080058507
goe442,2.03156107318187
goe443,2.00579482896223
goe446,2.06417380377623
goe449,2.0786900970097
goe450,2.03775462332272
goe457,2.03183134823497
goe458,2.02770511600302
goe459,2.04010006193116
goe460,2.08659656486434
goe464,2.08368769587872
goe474,2.02244379004672
goe476,2.07103989803598
goe491,2.01612775500553
goe494,2.02303556944126
goe495,2.02902698704729
goe497,2.05664057438347
goe498,2.07951774763399
goe501,2.06343358960089
goe504,2.07704145808383
goe506,2.06932485843783
goe508,2.08116111430277
goe509,2.04923441824352
goe511,2.10097567582269
goe514,2.08521258221967
goe515,2.02714500314226
goe517,2.02681268505704
goe522,2.11397594419072
goe523,2.11363976322082
goe525,2.11363976322082
goe528,2.06014115212889
goe533,2.05797097227377
goe535,2.08589102442166
goe546,2.03502389387539
goe548,2.03282463030357
goe559,2.02373838529646
goe563,2.02678181070898
goe565,2.02607160643016
goe566,2.02701166692003
goe567,2.06333738156726
goe570,2.22070720030193
goe571,2.16000512613096
goe573,2.06353617029042
goe574,2.03676354471999
goe575,2.06264113948378
goe587,2.01379701592145
goe590,2.01762494272212
goe591,2.04579877898173
goe593,2.04628912981454
goe595,2.02770724106236
goe596,2.03667078974747
goe601,2.05992591935776
goe610b,2.03491801593724
goe611,2.05554040082722
goe614,2.09389523760204
goe615,2.06596522003429
goe619,2.06099467512327
goe621,2.07034336315122
goe622,2.02110359204323
goe623,2.043911376031
goe624,2.07253664281666
goe625,2.10378447435278
goe627,2.06939773310622
goe628,2.08215601538935
goe629,2.05310950870316
goe633,2.05977959065358
goe646,2.08677447481912
goe648,2.06876850225358
goe652,2.12524906090646
goe654,2.0648812213728
goe655,2.05886223560993
goe670,2.03343329969858
goe677,2.03870494898536
goe681,2.08079950857727
goe701,2.05664136409169
goe711,2.06903213481034
goe723,2.04636991186594
goe735,2.09621870683536
goe765,2.05583904181007
goe769,2.07297873611251
goe770,2.09444515151393
goe775,2.09633867373274
goe776,2.12745715476421
goe777,2.11067890818173
goe795sm,2.02350002961285
goe801,2.05246014691342
goe802b,2.06714966482603
goe803h,2.04813743539563
goe804,2.0352080466705
goe81,2.04588509295635
goe92,2.03977075664948
gs1,2.05925510269261
hh02,2.0307475286452
hq07,2.01334295636252
hq1010,2.02506665652995
hq158,2.01799385557569
hq1585,2.02125387234331
hq17,2.05402931665215
hq2012,2.03645633817811
hq2090sm,2.0230507342486
hq2195,2.02761145455303
hq2510,2.02802072260106
hq2512,2.03719970425119
hq259,2.02393464277426
hq259b,2.02685173873125
hq3012,2.03924522082805
hq3013,2.04418148988585
hq3015,2.05487671708966
hq309,2.02609640303599
hq3510,2.0320478764475
hq3513,2.04615789675956
hs1404,2.01314958281836
hs1620,2.10159004597402
hs1712,2.05528608557841
ht05,2.01384304614417
ht08,2.0126772474882
ht23,2.01943070032679
isa571,2.02624880649664
isa960,2.03864461080912
isa961,2.03840373858206
isa962,2.04589300996607
joukowsk,2.04124049487475
k3311,2.03410067746669
kc135a,2.05132168168233
kc135d,2.02220236686132
kc135winglet,2.02465676235774
l188root,2.04982720659233
la2573a,2.0600779851134
lds2,2.03883338629881
lg10sc,2.03171688812302
ls413,2.04540033403775
ls413mod,2.04646793937291
ls421,2.09435078400653
ls421mod,2.0984378649888
lwk79100,2.02850192527156
lwk80100,2.02546783293114
m1,2.01193716143148
m10,2.01420937313226
m16,2.02174897418924
m2,2.01852574324477
m21,2.05713306482069
m24,2.0590177720934
m25,2.0524254744819
m26,2.05804610409287
m27,2.07379650442818
m4,2.01550478989698
ma409,2.0201554022982
marske1,2.05927478516541
marske2,2.04843677047805
marske3,2.04768390646243
marske4,2.04172553772609
mb253515sm,2.04548521362284
mh112,2.09300720174888
mh114,2.06578799606904
mh116,2.03394212715966
mh120,2.03336546919172
mh122,2.02709037222726
mh18,2.03339160428098
mh201,2.04403894175756
mh22,2.01900595373366
mh26,2.0293157278938
mh30,2.0229230362098
mh38,2.20210153135272
mh42,2.02402808868522
mh43,2.02478928610901
mh44,2.02681764202029
mh62,2.02539332013388
mh70,2.05784368178143
mh82,2.08378092405218
mh83,2.06442629169825
mh94,2.09703661493061
mrc-20,2.12861084876207
ms313,2.04623145805134
ms317,2.06954272126661
n0012,2.03942574609716
n11,2.04387853895174
n12,2.02846660115578
n13,2.03418281443885
n2414,2.05437791656191
n2415,2.06080178539069
n5h15,2.05086644163306
n5h20,2.08587963957977
n63215b,2.06078584851724
n64012a,2.03068244884252
n64015,2.04554537166937
n64015a,2.0449902774103
n6409,2.05182310343211
n64108,2.01548370113424
n64212ma,2.04952515848264
n64212mb,2.04285688294228
n9,2.02623447637466
naca0006,2.01102504241253
naca0008,2.01863004960097
naca000834,2.0123519303808
naca001034,2.01895323751788
naca001034a08cli02,2.02037535857018
naca001066,2.03028562059443
naca001234,2.02678780064017
naca001264a08cli02,2.0293785744822
naca0015,2.05535108125317
naca0021,2.09631489133971
naca0024,2.11942358626029
naca16006,2.00791334659457
naca16012,2.0295095222157
naca16015,2.04446647758483
naca16018,2.06182357832076
naca16021,2.08137808188463
naca23021,2.099023941206
naca23112,2.04357993512843
naca2411,2.03882898085138
naca24112,2.04423643562583
naca2412,2.03998621146327
naca2421,2.09841438095245
naca25112,2.04494450873416
naca4412,2.04627087726452
naca4418,2.08285659437041
naca4421,2.10398938875641
naca63209,2.02023581959655
naca632a015,2.04975847049852
naca633018,2.0634896812586
naca633218,2.06509773881045
naca6412,2.2899176571675
naca64206,2.00988532895062
naca642415,2.04860989760795
naca643218,2.06257877343704
naca644421,2.0831686079314
naca64a010,2.02300107453761
naca651212a06,2.03122692031224
naca65209,2.01867779017392
naca65210,2.02228503267076
naca652415a05,2.04793099311932
naca65410,2.02463320858903
naca66-018,2.06037945205669
naca661212,2.03056613885578
naca66206,2.00942217794741
naca662215,2.04456177198067
naca662415,2.04686168345798
naca663418,2.06269582987602
naca671215,2.04768345575895
naca747a315,2.04906451063401
nacacyh,2.0408278378014
nacam18,2.04584205745281
nacam3,2.03654884369321
nacam6,2.04084785795594
nl722362,2.0252126389774
nlf416,2.06446575226751
nlr1t,2.02507992381753
nlr7301,2.07854913664697
nn7mk20,2.05870585989461
npl9626,2.03840078348366
npl9627,2.04078221699631
nplx,2.03331524749056
oa206,2.01458533507797
oa209,2.02908606317166
oa213,2.04939910119824
oaf102,2.03459821659726
oaf139,2.05294501682043
p51droot,2.05802257667921
p51dtip,2.0265874765522
pfcm,2.01654663663721
pw98mod,2.02344381488144
r140sm,2.0262945997869
rae100,2.03000050956161
rae102,2.02409423798723
rae104,2.02316994917391
rae5214,2.03393281333328
rae5215,2.03371562481975
rae69ck,2.03238123396883
raf26,2.01429874839014
raf28,2.02578663606964
raf30,2.03824521150444
raf30md,2.01532225547231
raf31,2.04020083014678
raf32,2.04907235673104
raf32md,2.0339295514476
raf33,2.05219370070505
raf38,2.0395557993346
raf89,2.1221863538388
rc08n1,2.01770494370547
rc1064c,2.03030149588268
rc10b3,2.03096337394658
rc12b3,2.04078971588394
rc12n1,2.06168274709496
rc510,2.03296153843276
rcsc2,2.03462020378654
rg12a,2.02601454083999
rg1410,2.02947586881391
rg149,2.02483182277023
rg1495,2.02711395650466
rg14a147,2.01585992634935
rg15a111,2.03315800435885
rg15a213,2.04582380999739
rg8,2.03271168328907
rhodesg30,2.03411890498458
rhodesg36,2.08455973644105
s1014,2.05986628703446
s1016,2.06822475167239
s102b,2.05258086876224
s102s,2.05304251138891
s1091,2.05343954885275
s1221-flap,2.07042563109083
s1223,2.10360560234871
s2050,2.02654192771048
s2055,2.0204589721656
s3,2.03251267602265
s3010,2.0367678454152
s3014,2.02908216678054
s3025,2.12088869719143
s4053,2.03290505534033
s4083,2.02846245765143
s4094,2.03126253540987
s4095,2.03066688686734
s4110,2.03340965880592
s4158,2.0424378628513
s4233,2.04805443899297
s5020,2.02655211282359
s6062,2.02616466183625
s6063,2.04284372648632
s7055,2.03454163745862
s802,2.05379952952574
s8025,2.05419293907952
s803,2.05294030391616
s8035,2.04806413438003
s804,2.08252829401244
s8052,2.03747822989581
s8066,2.08293189708542
s806a,2.0330893190938
s808,2.13395229220226
s813,2.10542424772217
s816,2.06793211641488
s817,2.04606197668206
s818,2.14185962389079
s820,2.04753384721804
s821,2.13990516564051
s822,2.05372637678049
s823,2.10487294123184
s826,2.11175798906129
s827,2.0663540632392
s829,2.04646181752769
s831,3.38536234494327
s832,2.05774732861657
s9000,2.06076784977873
s9037,2.03062189599469
sa7025,2.02644471585628
sa7026,2.03007306476427
sa7035,2.03503915169512
sa7036,2.02816156574446
sc20010,2.03022173142177
sc20012,2.04049183250462
sc20403,2.00401518943303
sc20404,2.00662975301608
sc20410,2.03195755286196
sc20412,2.04353349678892
sc20503,2.00422134219564
sc20606,2.01421314742394
sc20614,2.05741504129779
sc20706,2.01522238711728
sc20712,2.04598223499045
sc20714,2.05889690032644
sc21006,2.01952816896772
sc2110,2.03451640970263
sd2030,2.0249928857588
sd7003,2.02705911815411
sd7034,2.16579693014813
sd7037,2.0349145203467
sd7043,2.06193276450683
sd7062,2.0648664991722
sd7090,2.03186878693513
sg6040,2.06248685366111
sg6041,2.09089844633615
sg6051,2.07109478374886
ssca07,2.01619627685183
stcyr172,2.04986387824167
stf86361,2.04831415001691
strand,2.06534715141377
supermarine371i,2.0370588722859
tempest3,2.02413634767253
th25816,2.11689784670597
ua2-180sm,2.18367052824753
us1000root,2.06867724388415
usa27,2.04865400525329
usa27m2,2.06111026839272
usa33,2.07750103685766
usa35a,2.10143743790255
usa41,2.02709024899501
usa45,2.05848939583486
usa46,2.01695334493512
usa5,2.02617875020395
usa98,2.07698856807297
usnps4,2.05554598021499
v13006,2.01529071223226
v23010,2.03521242383307
v43012,2.05055309500075
vr1,2.03578915552172
vr11x,2.03950143261427
vr12,2.0385969237638
vr15,2.02341683298811
vr5,2.03839196055776
vr7,2.03927329859594
vr8,2.01864427536966
vr8b,2.03836203874372
waspsm,2.0331170180498
wb13535sm,2.04709689997035
wb140,2.04891036964797
ys915,2.01950636315197
